id|language|text
buscaEmpresaRE_A28141935|EU|A28141935 - MAPFRE FAMILIAR COMPAñIA DE SEGUROS Y REASEGU ROS SA
buscaEmpresaRE_A28164754|EU|A28164754 - DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION   SA
buscaEmpresaRE_A28229599|EU|A28229599 - MAPFRE VIDA SA
buscaEmpresaRE_A28252260|EU|A28252260 - SKF ESPAñOLA SA
buscaEmpresaRE_A28369395|EU|A28369395 - EULEN SEGURIDAD SA
buscaEmpresaRE_A28430882|EU|A28430882 - PROSEGUR COMPAñIA DE SEGURIDAD SA
buscaEmpresaRE_A28517308|EU|A28517308 - EULEN SA
buscaEmpresaRE_A28784478|EU|A28784478 - LYS ALIMENTACION SA
buscaEmpresaRE_A28893550|EU|A28893550 - BSH ELECTRODOMESTICOS ESPAñA SA
buscaEmpresaRE_A31000144|EU|A31000144 - BAñOS DE FITERO SA
buscaEmpresaRE_A31000268|EU|A31000268 - CEMENTOS PORTLAND VALDERRIVAS SA
buscaEmpresaRE_A31000441|EU|A31000441 - LA PROTECTORA SA
buscaEmpresaRE_A31000540|EU|A31000540 - FUNDICIONES DE VERA SA
buscaEmpresaRE_A31001738|EU|A31001738 - MAGNESITAS NAVARRAS SA
buscaEmpresaRE_A31001977|EU|A31001977 - GURIA SA
buscaEmpresaRE_A31003015|EU|A31003015 - TRELLEBORG INEPSA SA
buscaEmpresaRE_A31003247|EU|A31003247 - COMPAñIA NAVARRA DE AUTOBUSES SA
buscaEmpresaRE_A31003981|EU|A31003981 - INASA FOIL SA
buscaEmpresaRE_A31004153|EU|A31004153 - SMURFIT KAPPA NAVARRA SA
buscaEmpresaRE_A31004526|EU|A31004526 - RENOLIT HISPANIA SA
buscaEmpresaRE_A31005432|EU|A31005432 - COMPAñIA DE SEGUROS IGUALATORIO MEDICO        QUIRURGICO
buscaEmpresaRE_A31006588|EU|A31006588 - ICER BRAKES SA
buscaEmpresaRE_A31007107|EU|A31007107 - DYNAMOBEL SA
buscaEmpresaRE_A31007529|EU|A31007529 - PAPELERA DEL EBRO SA
buscaEmpresaRE_A31007628|EU|A31007628 - CONSTRUCCIONES METALICAS COMANSA SA
buscaEmpresaRE_A31007644|EU|A31007644 - TIMAC AGRO ESPAÑA SA
buscaEmpresaRE_A31008766|EU|A31008766 - U V E SA
buscaEmpresaRE_A31010242|EU|A31010242 - MECANIZADOS INDUSTRIA AUXILIAR SA
buscaEmpresaRE_A31012529|EU|A31012529 - LAZARO TABERNA SA
buscaEmpresaRE_A31012644|EU|A31012644 - SAINT GOBAIN ABRASIVOS SA
buscaEmpresaRE_A31016975|EU|A31016975 - EDICIONES UNIVERSIDAD DE NAVARRA SA
buscaEmpresaRE_A31017106|EU|A31017106 - BAJAMAR SA
buscaEmpresaRE_A31017205|EU|A31017205 - MAGOTTEAUX NAVARRA SA
buscaEmpresaRE_A31017635|EU|A31017635 - GRANJA DOS HERMANAS SA
buscaEmpresaRE_A31025398|EU|A31025398 - LABORATORIOS CINFA SA
buscaEmpresaRE_A31025778|EU|A31025778 - BERLYS CORPORACION ALIMENTARIA SA
buscaEmpresaRE_A31026826|EU|A31026826 - INDUSTRIAS CARNICAS NAVARRAS SA
buscaEmpresaRE_A31030919|EU|A31030919 - CONSTRUCCIONES ABAIGAR SA
buscaEmpresaRE_A31035041|EU|A31035041 - CONSERVAS HIJOS DE MANUEL SANCHEZ BASARTE SA
buscaEmpresaRE_A31037468|EU|A31037468 - JOFEMAR SA
buscaEmpresaRE_A31038524|EU|A31038524 - KYB SUSPENSIONS EUROPE SA
buscaEmpresaRE_A31038771|EU|A31038771 - AUTOPISTAS DE NAVARRA SA
buscaEmpresaRE_A31039746|EU|A31039746 - CONSTRUCCIONES ACR SA
buscaEmpresaRE_A31039787|EU|A31039787 - RPC SUPERFOS PAMPLONA SA
buscaEmpresaRE_A31055585|EU|A31055585 - SCHMIDT-CLEMENS SPAIN SA
buscaEmpresaRE_A31055593|EU|A31055593 - EGA TEXTIL SA
buscaEmpresaRE_A31061765|EU|A31061765 - EMPRESA NAVARRA DE QUESOS SA
buscaEmpresaRE_A31063696|EU|A31063696 - NUCAP EUROPE SA
buscaEmpresaRE_A31064439|EU|A31064439 - QUESOS LA VASCO NAVARRA SA
buscaEmpresaRE_A31065196|EU|A31065196 - LIMAGRAIN IBERICA SA
buscaEmpresaRE_A31065501|EU|A31065501 - VISCOFAN SA
buscaEmpresaRE_A31065618|EU|A31065618 - AZKOYEN SA
buscaEmpresaRE_A31071913|EU|A31071913 - INTERMALTA SA
buscaEmpresaRE_A31072325|EU|A31072325 - AñURI SA
buscaEmpresaRE_A31074008|EU|A31074008 - ACEROS MOLDEADOS DE LACUNZA SA
buscaEmpresaRE_A31074164|EU|A31074164 - VICARLI SA
buscaEmpresaRE_A31074347|EU|A31074347 - EXPLOTACION NEGOCIOS HOTELEROS SA
buscaEmpresaRE_A31074685|EU|A31074685 - PAPELES EL CARMEN SA
buscaEmpresaRE_A31079940|EU|A31079940 - UNION DE FABRICANTES DE CONSERVAS SA
buscaEmpresaRE_A31083009|EU|A31083009 - OBRAS ESPECIALES NAVARRA SA
buscaEmpresaRE_A31084817|EU|A31084817 - IC CONSTRUCCION INGENIERIA Y GESTION DE OBRAS SA
buscaEmpresaRE_A31085640|EU|A31085640 - M TORRES DISEñOS INDUSTRIALES SA
buscaEmpresaRE_A31098064|EU|A31098064 - NAVARRA DE SERVICIOS Y TECNOLOGIAS SA
buscaEmpresaRE_A31100662|EU|A31100662 - BODEGA DE SARRIA SA
buscaEmpresaRE_A31101306|EU|A31101306 - ARIAN CONSTRUCCION Y GESTION DE INFRAESTRUCTU RAS SA
buscaEmpresaRE_A31107865|EU|A31107865 - COMPUTADORES NAVARRA SA
buscaEmpresaRE_A31112121|EU|A31112121 - TRABAJOS CATASTRALES SA
buscaEmpresaRE_A31112501|EU|A31112501 - GESTION AMBIENTAL DE NAVARRA SA
buscaEmpresaRE_A31117617|EU|A31117617 - ULTRACONGELADOS VIRTO SA
buscaEmpresaRE_A31118441|EU|A31118441 - SERVICIOS DE LA COMARCA DE PAMPLONA SA
buscaEmpresaRE_A31126758|EU|A31126758 - GEODIS BOURGEY MONTREUIL IBERICA, S.A.U
buscaEmpresaRE_A31130834|EU|A31130834 - APERITIVOS Y EXTRUSIONADOS SA
buscaEmpresaRE_A31138159|EU|A31138159 - CALDERERIA Y TRANSFORMADOS SA
buscaEmpresaRE_A31138761|EU|A31138761 - TECNOCONFORT SA
buscaEmpresaRE_A31145188|EU|A31145188 - HORTICOLA DEL EBRO SA
buscaEmpresaRE_A31147531|EU|A31147531 - ALIMENCO SA
buscaEmpresaRE_A31147572|EU|A31147572 - CONSERVAS ANGEL RIA SA
buscaEmpresaRE_A31151848|EU|A31151848 - SERVICIOS DE MONTEJURRA SA
buscaEmpresaRE_A31152150|EU|A31152150 - ASOCIACION NAVARRA DE INFORMATICA MUNICIPAL S
buscaEmpresaRE_A31162779|EU|A31162779 - CLINICA ARCANGEL SAN MIGUEL SA
buscaEmpresaRE_A31164890|EU|A31164890 - AGROZUMOS SA
buscaEmpresaRE_A31169907|EU|A31169907 - PIHER SENSORS & CONTROLS SA
buscaEmpresaRE_A31173487|EU|A31173487 - CONSERVAS MARTIKO SA
buscaEmpresaRE_A31179765|EU|A31179765 - INSTITUTO CIENTIFICO Y TECNOLOGICO DE NAVARRA SA
buscaEmpresaRE_A31192545|EU|A31192545 - TRANSPORTES IGOA Y PATXI SA
buscaEmpresaRE_A31203128|EU|A31203128 - LIEBHERR INDUSTRIAS METALICAS SA
buscaEmpresaRE_A31204175|EU|A31204175 - INDUSTRIAS ALIMENTARIAS DE NAVARRA SA
buscaEmpresaRE_A31205735|EU|A31205735 - INDUSTRIAS LANEKO SAL
buscaEmpresaRE_A31212483|EU|A31212483 - NAVARRA DE SUELO Y VIVIENDA SAU
buscaEmpresaRE_A31224371|EU|A31224371 - INDUSAL NAVARRA SA
buscaEmpresaRE_A31228331|EU|A31228331 - AGRICOLA CASTEL-RUIZ SA
buscaEmpresaRE_A31232309|EU|A31232309 - PAMPLONA DISTRIBUCION SA
buscaEmpresaRE_A31234974|EU|A31234974 - ZERTAN SA
buscaEmpresaRE_A31240997|EU|A31240997 - ELECTRONICA FALCON SA
buscaEmpresaRE_A31257868|EU|A31257868 - TALLERES AUXILIARES DE SUBCONTRATACION DE LA  NDUS
buscaEmpresaRE_A31276603|EU|A31276603 - FLUITECNIK SA
buscaEmpresaRE_A31280704|EU|A31280704 - GESTION SOCIAL SAN ADRIAN SA
buscaEmpresaRE_A31345861|EU|A31345861 - IBERFRUTA-MUERZA SA
buscaEmpresaRE_A31419385|EU|A31419385 - DIARIO DE NAVARRA SA
buscaEmpresaRE_A31419773|EU|A31419773 - ZABALA INNOVATION CONSULTING SA
buscaEmpresaRE_A31455082|EU|A31455082 - ZEROA MULTIMEDIA SA
buscaEmpresaRE_A31472459|EU|A31472459 - VOLKSWAGEN NAVARRA SA
buscaEmpresaRE_A31503949|EU|A31503949 - TRANSBIDASOA SA
buscaEmpresaRE_A31504111|EU|A31504111 - NISSAN FORKLIFT ESPAñA SA
buscaEmpresaRE_A31519853|EU|A31519853 - ARCELORMITTAL LESAKA SA
buscaEmpresaRE_A31532401|EU|A31532401 - TRANS JAYLO SA
buscaEmpresaRE_A31572506|EU|A31572506 - KYB STEERING SPAIN SA
buscaEmpresaRE_A31606932|EU|A31606932 - LACUNZA KALOR GROUP SAL
buscaEmpresaRE_A31613177|EU|A31613177 - ALSTOM WIND NAVARRA SAU
buscaEmpresaRE_A31613805|EU|A31613805 - SERVICIOS TECNICOS ASISTENCIALES DE NAVARRA   SA
buscaEmpresaRE_A31621139|EU|A31621139 - CONGELADOS DE NAVARRA SAU
buscaEmpresaRE_A31627417|EU|A31627417 - KAROSSERIEWERKE DRESDEN ESPAñA SA
buscaEmpresaRE_A31638083|EU|A31638083 - SAS AUTOSYSTEMTECHNIK SA
buscaEmpresaRE_A31644578|EU|A31644578 - ROCKWOOL PENINSULAR SA
buscaEmpresaRE_A31654494|EU|A31654494 - INTEGRACION DE SERVICIOS AUXILIARES SA
buscaEmpresaRE_A31657232|EU|A31657232 - SIGMA BRAKES SA
buscaEmpresaRE_A31660301|EU|A31660301 - GESTAMP NAVARRA SA
buscaEmpresaRE_A31690399|EU|A31690399 - GRUPO ANTOLIN NAVARRA SA
buscaEmpresaRE_A31697808|EU|A31697808 - SERESGERNA SA
buscaEmpresaRE_A31752603|EU|A31752603 - ACCIONA WINDPOWER SA
buscaEmpresaRE_A31768138|EU|A31768138 - ACCIONA ENERGIA SA
buscaEmpresaRE_A31827538|EU|A31827538 - GOURMET FOOD SA
buscaEmpresaRE_A31857816|EU|A31857816 - CEBOLLAS SOLA SAL
buscaEmpresaRE_A31864572|EU|A31864572 - INSTITUTO NAVARRO DE TECNOLOGIAS E INFRAESTRU CTURAS AGROALIMENTARIAS SA
buscaEmpresaRE_A31878333|EU|A31878333 - TRENES DE NAVARRA SA
buscaEmpresaRE_A31892755|EU|A31892755 - ALIMENTOS Y DERIVADOS NAVARRA SAU
buscaEmpresaRE_A31935604|EU|A31935604 - ACCIONA BLADES SA
buscaEmpresaRE_A31955560|EU|A31955560 - CAN SEGUROS GENERALES SA
buscaEmpresaRE_A39000013|EU|A39000013 - BANCO SANTANDER SA
buscaEmpresaRE_A41003864|EU|A41003864 - HELVETIA COMPAñIA SUIZA SA DE SEGUROS Y REASE GUROS
buscaEmpresaRE_A43227628|EU|A43227628 - SCHLECKER SA
buscaEmpresaRE_A47345285|EU|A47345285 - FORSEL GRUPO NORTE EMPRESA TRABAJO TEMPORAL   SA
buscaEmpresaRE_A48010615|EU|A48010615 - IBERDROLA SA
buscaEmpresaRE_A48027056|EU|A48027056 - ELECNOR SA
buscaEmpresaRE_A48051098|EU|A48051098 - BBVSEGUROS SA COMPAñIA SEGUROS Y REASEGUROS
buscaEmpresaRE_A48094536|EU|A48094536 - GARNICA SA
buscaEmpresaRE_A48265169|EU|A48265169 - BANCO BILBAO VIZCAYA ARGENTARIA SA
buscaEmpresaRE_A50008150|EU|A50008150 - SUPERMERCADOS SABECO SA
buscaEmpresaRE_A58333261|EU|A58333261 - VIDA CAIXA SA DE SEGUROS Y REASEGUROS
buscaEmpresaRE_A58369497|EU|A58369497 - DORNIER SA
buscaEmpresaRE_A58410176|EU|A58410176 - SARRIOPAPEL Y CELULOSA SA
buscaEmpresaRE_A59736686|EU|A59736686 - TRANSPORTS CIUTAT COMTAL SA
buscaEmpresaRE_A60348240|EU|A60348240 - STRADIVARIUS ESPAñA SA
buscaEmpresaRE_A60627619|EU|A60627619 - SYNERGIE T.T. EMPRESA DE TRABAJO TEMPORAL SA
buscaEmpresaRE_A60917911|EU|A60917911 - AXA VIDA SA DE SEGUROS Y REASEGUROS
buscaEmpresaRE_A61668349|EU|A61668349 - SYS OUTSOURCING SA
buscaEmpresaRE_A61895371|EU|A61895371 - ISS FACILITY SERVICES SA
buscaEmpresaRE_A62018064|EU|A62018064 - EURO DEPOT ESPAÑA SA
buscaEmpresaRE_A78229663|EU|A78229663 - RURAL VIDA SA SEGUROS Y REASEGUROS SA
buscaEmpresaRE_A78586344|EU|A78586344 - SEGUROS DE VIDA Y PENSIONES ANTARES SA
buscaEmpresaRE_A79252219|EU|A79252219 - SECURITAS SEGURIDAD ESPAñA SA
buscaEmpresaRE_A79259362|EU|A79259362 - ASNORTE SA AGENCIA DE SEGUROS
buscaEmpresaRE_A79381729|EU|A79381729 - AVIVA VIDA Y PENSIONES SA DE SEGUROS Y REASEG UROS
buscaEmpresaRE_A79384525|EU|A79384525 - PROYECTOS INTEGRALES LIMPIEZA SA
buscaEmpresaRE_A79406575|EU|A79406575 - FLEXIPLAN SA EMPRESA DE TRABAJO TEMPORAL
buscaEmpresaRE_A79935607|EU|A79935607 - DECATHLON ESPAÑA SA
buscaEmpresaRE_A80106842|EU|A80106842 - QUAVITAE SERVICIOS ASISTENCIALES SAU
buscaEmpresaRE_A80364243|EU|A80364243 - CLECE SA
buscaEmpresaRE_A80652928|EU|A80652928 - RANDSTAD EMPLEO EMPRESA DE TRABAJO TEMPORAL S A
buscaEmpresaRE_A80790322|EU|A80790322 - FAURECIA AUTOMITIVE EXTERIORS ESPAÑA SA
buscaEmpresaRE_A80903180|EU|A80903180 - ADECCO T T SA EMPRESA DE TRABAJO TEMPORAL
buscaEmpresaRE_A81946485|EU|A81946485 - NATIONALE NEDERLANDEN VIDA CIA DE SEGUROS     Y REASEGUROS SA ESPAñOLA
buscaEmpresaRE_A81962201|EU|A81962201 - EDITORIAL ARANZADI SA
buscaEmpresaRE_A82018474|EU|A82018474 - TELEFONICA DE ESPAñA SA
buscaEmpresaRE_A82067281|EU|A82067281 - UNIQUE INTERIM EMPRESA DE TRABAJO TEMPORAL SA
buscaEmpresaRE_A82741067|EU|A82741067 - CESPA COMPAÑIA ESPAÑOLA DE SERVICIOS PUBLICOS Y AUXILIARES SA
buscaEmpresaRE_A83052407|EU|A83052407 - SOCIEDAD ESTATAL DE CORREOS Y TELEGRAFOS SA
buscaEmpresaRE_A85973857|EU|A85973857 - BANCA CIVICA SA
buscaEmpresaRE_A95075578|EU|A95075578 - IBERDROLA DISTRIBUCION SA
buscaEmpresaRE_A95663852|EU|A95663852 - INGETEAM POWER TECHNOLOGY SA
buscaEmpresaRE_B01333574|EU|B01333574 - GUARDIAN LLODIO UNO SL UNIPERSONAL
buscaEmpresaRE_B08436206|EU|B08436206 - TRANSPORTES BARBARIN VILLAMAYOR SL
buscaEmpresaRE_B18660324|EU|B18660324 - GELAGRI IBERICA SL
buscaEmpresaRE_B20099586|EU|B20099586 - DISTRIBUCION SUPERMERCADOS SA
buscaEmpresaRE_B20550109|EU|B20550109 - SABICO SERVICIOS AUXILIARES SL
buscaEmpresaRE_B26231191|EU|B26231191 - ANANDA GESTION ETT SL
buscaEmpresaRE_B26323451|EU|B26323451 - MANIPULADOS MENDAVIA SL
buscaEmpresaRE_B31009715|EU|B31009715 - INDUSTRIAS COUSIN FRERES SL
buscaEmpresaRE_B31018104|EU|B31018104 - KRAFT FOODS GALLETAS PRODUCTION SL
buscaEmpresaRE_B31018260|EU|B31018260 - GRAFICAS ESTELLA SL
buscaEmpresaRE_B31040280|EU|B31040280 - DELPHI PACKARD ESPAñA SL
buscaEmpresaRE_B31055718|EU|B31055718 - AUNDITRANS SL
buscaEmpresaRE_B31061815|EU|B31061815 - TRANSPORTES CRUZ SL
buscaEmpresaRE_B31064132|EU|B31064132 - HORNO ARTESANO SL
buscaEmpresaRE_B31070584|EU|B31070584 - AN AVICOLA MELIDA SL
buscaEmpresaRE_B31070998|EU|B31070998 - TALLUNCE SL
buscaEmpresaRE_B31074040|EU|B31074040 - AZYSA OBRAS Y PROYECTOS SL
buscaEmpresaRE_B31079064|EU|B31079064 - SIC LAZARO SL
buscaEmpresaRE_B31083199|EU|B31083199 - CONSTRUCCIONES MARIEZCURRENA SL
buscaEmpresaRE_B31095920|EU|B31095920 - DESGUACES LA CABAñA SL
buscaEmpresaRE_B31097090|EU|B31097090 - ONE SERVICIOS SOCIOSANITARIOS SL
buscaEmpresaRE_B31101470|EU|B31101470 - URZANTE SL
buscaEmpresaRE_B31112261|EU|B31112261 - TRANSPORTES ABYCER SL
buscaEmpresaRE_B31112766|EU|B31112766 - VIUDA DE CAYO SAINZ SL
buscaEmpresaRE_B31115298|EU|B31115298 - PRODUCTOS AGROPECUARIOS HNOS OLIVER SL
buscaEmpresaRE_B31122005|EU|B31122005 - CONSTRUCCIONES LUCIANO ELCARTE SL
buscaEmpresaRE_B31130438|EU|B31130438 - BODEGAS PRINCIPE DE VIANA SL
buscaEmpresaRE_B31152135|EU|B31152135 - JANGARRIA SL
buscaEmpresaRE_B31157514|EU|B31157514 - PAUMA SL
buscaEmpresaRE_B31185184|EU|B31185184 - CEREALES BARCO SL
buscaEmpresaRE_B31200090|EU|B31200090 - LIMPIEZAS Y SERVICIOS MAJU SL
buscaEmpresaRE_B31224132|EU|B31224132 - ZUCAMI SL
buscaEmpresaRE_B31228463|EU|B31228463 - LIMPIEZAS ARGIA SL
buscaEmpresaRE_B31235492|EU|B31235492 - SEDENA SL
buscaEmpresaRE_B31250400|EU|B31250400 - JOSE IRIGOYEN JARA SL
buscaEmpresaRE_B31257967|EU|B31257967 - INDUSTRIA NAVARRA DE SERVICIOS Y LIMPIEZAS SL
buscaEmpresaRE_B31269673|EU|B31269673 - JOSE MORENO E HIJOS SL
buscaEmpresaRE_B31318025|EU|B31318025 - DEPORTES IRABIA SL
buscaEmpresaRE_B31340953|EU|B31340953 - RESTAURANTE MARISOL SL
buscaEmpresaRE_B31347081|EU|B31347081 - ELKARKIDE SL
buscaEmpresaRE_B31348378|EU|B31348378 - COMERCIALIZADORA AGRICOLA NAVARRA SL
buscaEmpresaRE_B31353048|EU|B31353048 - AVANVIDA SL
buscaEmpresaRE_B31399256|EU|B31399256 - AMBULANCIAS BAZTAN-BIDASOA SL
buscaEmpresaRE_B31422264|EU|B31422264 - ULTRACONGELADOS DE CORTES SL
buscaEmpresaRE_B31423791|EU|B31423791 - CONSERVAS TEO SAN MARCELINO SL
buscaEmpresaRE_B31436470|EU|B31436470 - GUMIEL Y MENDIA SL
buscaEmpresaRE_B31445836|EU|B31445836 - BODEGAS GRAN FEUDO SL
buscaEmpresaRE_B31452634|EU|B31452634 - DISTRIVISUAL SL
buscaEmpresaRE_B31473887|EU|B31473887 - SERCOTEM SERVICIOS DE CONTRATACION TEMPORAL S
buscaEmpresaRE_B31476724|EU|B31476724 - GRUPOMPLEO EMPRESA DE TRABAJO TEMPORAL SL
buscaEmpresaRE_B31480213|EU|B31480213 - TRANSPORTES ARANZADI E HIJOS SL
buscaEmpresaRE_B31491095|EU|B31491095 - INTEGRACION DE SERVICIOS NAVARROS SL
buscaEmpresaRE_B31494578|EU|B31494578 - SERVICIOS VASCONAVARROS DE ALIMENTACION Y     LIMPIEZA SL
buscaEmpresaRE_B31499577|EU|B31499577 - NASIPA SL
buscaEmpresaRE_B31506025|EU|B31506025 - FM LOGISTIC IBERICA SL
buscaEmpresaRE_B31516388|EU|B31516388 - ARGA SPORT SOLUTIONS SL
buscaEmpresaRE_B31516404|EU|B31516404 - GLOBAL SERVICIOS CULTURALES SL
buscaEmpresaRE_B31521560|EU|B31521560 - GUREAK NAVARRA SLU
buscaEmpresaRE_B31531015|EU|B31531015 - EMPRESA DE CONTRATACION GRUPOTEM EMPRESA DE   TRABAJO TEMPORAL SL
buscaEmpresaRE_B31556509|EU|B31556509 - TRANSJALA SL
buscaEmpresaRE_B31561608|EU|B31561608 - NASERMO SL
buscaEmpresaRE_B31563935|EU|B31563935 - MAIER NAVARRA SL
buscaEmpresaRE_B31577406|EU|B31577406 - VENTA PEIO SL
buscaEmpresaRE_B31581127|EU|B31581127 - GESPORT GESTION DEPORTIVA SL
buscaEmpresaRE_B31591456|EU|B31591456 - PROYSER PROYECTOS Y SERVICIOS ETT SL
buscaEmpresaRE_B31592223|EU|B31592223 - CEREALES SANTESTEBAN SL
buscaEmpresaRE_B31595796|EU|B31595796 - SERDAVI SL
buscaEmpresaRE_B31602568|EU|B31602568 - CAMPOMEJANA SL
buscaEmpresaRE_B31607682|EU|B31607682 - LACTEOS DE NAVARRA SL
buscaEmpresaRE_B31613599|EU|B31613599 - INTEGRACION SERVICIOS NUEVOS SL
buscaEmpresaRE_B31614035|EU|B31614035 - SAPA PROFILES NAVARRA SL                      SL
buscaEmpresaRE_B31619570|EU|B31619570 - TRUCK AND WHEEL SL
buscaEmpresaRE_B31620594|EU|B31620594 - VICASTELAR SERVICIOS SL
buscaEmpresaRE_B31625544|EU|B31625544 - GANADOS MENDIBURU SL
buscaEmpresaRE_B31626153|EU|B31626153 - INTEGRACION LOGISTICA Y SERVICIOS NAVARROS SL
buscaEmpresaRE_B31627144|EU|B31627144 - PELZER DEL NORTE SL
buscaEmpresaRE_B31631062|EU|B31631062 - LASER EBRO SL
buscaEmpresaRE_B31632490|EU|B31632490 - ISRINGHAUSEN SPAIN, S.L.
buscaEmpresaRE_B31632664|EU|B31632664 - CARREFOUR NAVARRA SL
buscaEmpresaRE_B31635998|EU|B31635998 - LA CASA DEL ACEITE SL
buscaEmpresaRE_B31637010|EU|B31637010 - ALMENDRAS NICETO SL
buscaEmpresaRE_B31638273|EU|B31638273 - SANITAS RESIDENCIAL DE NAVARRA SL
buscaEmpresaRE_B31646649|EU|B31646649 - KOXKA TECHNOLOGIES SL
buscaEmpresaRE_B31656077|EU|B31656077 - SERVICIOS DE ACTIVIDADES FISICAS URDI SL
buscaEmpresaRE_B31670557|EU|B31670557 - GANADOS TXOMIN SL
buscaEmpresaRE_B31671803|EU|B31671803 - SUMINISTROS Y SERVICIOS UNIFICADOS DE CARROCE RIA SL
buscaEmpresaRE_B31702566|EU|B31702566 - CEREALES PARMA SL
buscaEmpresaRE_B31703796|EU|B31703796 - AMMA NAVARRA SLU
buscaEmpresaRE_B31712904|EU|B31712904 - DONZALDI SL
buscaEmpresaRE_B31714173|EU|B31714173 - MUCINA 2001 SLL
buscaEmpresaRE_B31719248|EU|B31719248 - ESQUISABEL SERVICIOS NAVARRA SL
buscaEmpresaRE_B31730740|EU|B31730740 - XANTELMAR SL
buscaEmpresaRE_B31744709|EU|B31744709 - GRAFTECH IBERICA SL
buscaEmpresaRE_B31750573|EU|B31750573 - HACIENDA Y VIÑEDOS MARQUES DEL ATRIO SL
buscaEmpresaRE_B31775067|EU|B31775067 - GENERAL MILLS SAN ADRIAN SL
buscaEmpresaRE_B31782006|EU|B31782006 - GANADOS BARBERENA SL
buscaEmpresaRE_B31790108|EU|B31790108 - HELPHONE SERVICIOS INFORMATICOS SL
buscaEmpresaRE_B31796113|EU|B31796113 - PALACIO CASTILLO DE GORRAIZ SL
buscaEmpresaRE_B31798929|EU|B31798929 - IBERICA DE SUSPENSIONES SL
buscaEmpresaRE_B31806136|EU|B31806136 - INLEMAZ SL
buscaEmpresaRE_B31820194|EU|B31820194 - INNOVACION Y DESARROLLO ASISTENCIAL SL
buscaEmpresaRE_B31825953|EU|B31825953 - CEREALES MILOAL SLU
buscaEmpresaRE_B31828072|EU|B31828072 - PRODUCCIONES VEGETALES DIFERENCIADAS SL
buscaEmpresaRE_B31835150|EU|B31835150 - TI AUTOMOTIVE PAMPLONA SL
buscaEmpresaRE_B31843105|EU|B31843105 - INTARRE SL
buscaEmpresaRE_B31843956|EU|B31843956 - GESWORK GESTORIA LABORAL E.T.T. SL
buscaEmpresaRE_B31845373|EU|B31845373 - IBERTISSUE SL
buscaEmpresaRE_B31860588|EU|B31860588 - GESTEMPO 2005 ETT SL
buscaEmpresaRE_B31865181|EU|B31865181 - FRATENA 2005 SL
buscaEmpresaRE_B31867534|EU|B31867534 - AUTORECARGA SL
buscaEmpresaRE_B31877855|EU|B31877855 - SAMARIVED SL
buscaEmpresaRE_B31878465|EU|B31878465 - PERFILES DE PRECISION SL
buscaEmpresaRE_B31879117|EU|B31879117 - ARPA ABOGADOS Y CONSULTORES SL
buscaEmpresaRE_B31888027|EU|B31888027 - BIOMASA SANGUESA SL
buscaEmpresaRE_B31890205|EU|B31890205 - GAMESA INNOVATION AND TECHNOLOGY SL
buscaEmpresaRE_B31891906|EU|B31891906 - ZALAIN TRANSFORMADOS SL
buscaEmpresaRE_B31895881|EU|B31895881 - RIBERFLOR HORTICOLA SL
buscaEmpresaRE_B31896277|EU|B31896277 - INSTALACIONES DEPORTIVAS MAS QUATRO SL
buscaEmpresaRE_B31907322|EU|B31907322 - LESMARC DISTRIBUCIONES SL
buscaEmpresaRE_B31907330|EU|B31907330 - GAMESA EOLICA SL
buscaEmpresaRE_B31912603|EU|B31912603 - ANDOTRANS S.XXI SLU
buscaEmpresaRE_B31913122|EU|B31913122 - GUARDIAN INDUSTRIES NAVARRA SL
buscaEmpresaRE_B31919210|EU|B31919210 - PROTECCION Y SERVICIOS NAVARROS SL
buscaEmpresaRE_B31920705|EU|B31920705 - FAURECIA EMISSIONS CONTROL TECHNOLOGIES PAMPL ONA SL
buscaEmpresaRE_B31973258|EU|B31973258 - MAHER CATERING 2010 S.L.
buscaEmpresaRE_B33228396|EU|B33228396 - AZVASE SL
buscaEmpresaRE_B39322177|EU|B39322177 - HIPER COSTA ESMERALDA SL
buscaEmpresaRE_B48758890|EU|B48758890 - SERVISAR SERVICIOS SOCIALES SL
buscaEmpresaRE_B48942619|EU|B48942619 - TABOADA GRUPO ALIMENTARIO SL
buscaEmpresaRE_B50046564|EU|B50046564 - SERUNION NORTE SL
buscaEmpresaRE_B50790757|EU|B50790757 - REHAVITAL SERVICIOS DE TERAPIA OCUPACIONAL SL
buscaEmpresaRE_B58511882|EU|B58511882 - NH HOTELES ESPAÑA SL
buscaEmpresaRE_B60336989|EU|B60336989 - IMAN TEMPORING EMPRESA DE TRABAJO TEMPORAL SL
buscaEmpresaRE_B60359726|EU|B60359726 - ARAMARK SERVICIOS DE CATERING SL
buscaEmpresaRE_B60579232|EU|B60579232 - TEMPORING EMPRESA DE TRABAJO TEMPORAL SL
buscaEmpresaRE_B60654365|EU|B60654365 - IBEREMBAL SL
buscaEmpresaRE_B62096177|EU|B62096177 - HUNTSMAN ADVANCED MATERIALS (SPAIN) SL
buscaEmpresaRE_B62294939|EU|B62294939 - VEGA MAYOR SL
buscaEmpresaRE_B63515373|EU|B63515373 - INDUSTRIAS JAYAN SL
buscaEmpresaRE_B63969935|EU|B63969935 - ENERGIAS RENOVABLES OPERACION & MANTENIMIENTO SL
buscaEmpresaRE_B64687916|EU|B64687916 - TRADISA GREENPARC SL
